usage_date,account_id,service,region,usage_type,usage_amount,unblended_cost,tag_team,tag_env,tag_project
2025-01-02,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.large,432.13,19.392,data,staging,customer-portal
2025-01-02,222222222222,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,143.14,12.9553,platform,staging,
2025-01-02,222222222222,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,275.88,40.005,frontend,staging,
2025-01-02,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,379.2,17.3847,frontend,staging,
2025-01-02,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,247.96,21.6269,frontend,staging,
2025-01-02,222222222222,AmazonRDS,us-east-1,RDS:StorageUsage,300.03,0.3064,frontend,staging,checkout
2025-01-02,333333333333,AmazonEC2,eu-west-3,BoxUsage:t3.medium,240.45,2.8721,data,dev,
2025-01-02,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,84.67,3.9098,platform,dev,analytics
2025-01-02,333333333333,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,66.12,9.7006,payments,,
2025-01-02,333333333333,AmazonRDS,eu-west-3,InstanceUsage:db.m5.large,317.35,13.2628,,dev,checkout
2025-01-02,333333333333,AmazonRDS,eu-west-1,RDS:StorageUsage,257.92,0.1814,frontend,,
2025-01-02,333333333333,AmazonVPC,eu-west-1,NatGateway-Hours,223.43,3.1584,,dev,internal-tools
2025-01-02,333333333333,AmazonVPC,eu-west-3,DataTransfer-Regional-Bytes,195.7,0.4592,platform,dev,analytics
2025-01-02,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.medium,474.55,1.2578,,sandbox,
2025-01-02,444444444444,AmazonEC2,eu-west-3,BoxUsage:t3.large,55.6,0.3594,,,
2025-01-02,444444444444,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,172.09,3.6102,,,analytics
2025-01-02,444444444444,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,100.72,2.4378,,,
2025-01-02,444444444444,AmazonS3,eu-west-1,TimedStorage-ByteHrs,144.41,0.0005,,,
2025-01-02,444444444444,AmazonS3,eu-west-1,Requests-Tier1,225.83,0.0001,frontend,sandbox,internal-tools
2025-01-02,444444444444,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,83.11,0.7414,platform,,
2025-01-02,444444444444,AmazonRDS,us-east-1,InstanceUsage:db.m5.large,155.7,2.8157,,,
2025-01-02,444444444444,AmazonRDS,eu-west-1,RDS:StorageUsage,127.53,0.0266,,,analytics
2025-01-02,444444444444,AmazonVPC,eu-west-1,PublicIPv4:InUseAddress,397.71,0.2431,,,
2025-01-02,444444444444,AmazonVPC,eu-west-1,DataTransfer-Regional-Bytes,160.73,0.2063,,,
2025-01-03,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.medium,29.53,1.1335,data,prod,growth
2025-01-03,111111111111,AmazonEC2,eu-west-3,BoxUsage:t3.large,412.5,38.2208,platform,prod,analytics
2025-01-03,111111111111,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,250.95,43.4017,data,prod,customer-portal
2025-01-03,111111111111,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,473.14,169.2382,frontend,prod,
2025-01-03,111111111111,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,212.49,33.2546,frontend,prod,customer-portal
2025-01-03,111111111111,AmazonRDS,eu-west-1,RDS:StorageUsage,441.61,0.823,platform,prod,checkout
2025-01-03,111111111111,AmazonCloudWatch,eu-west-3,LogStorage,259.35,8.6222,frontend,prod,internal-tools
2025-01-03,222222222222,AmazonEC2,eu-west-3,BoxUsage:t3.medium,428.66,9.3055,data,staging,
2025-01-03,222222222222,AmazonEC2,eu-west-3,BoxUsage:t3.large,433.98,17.5568,data,staging,
2025-01-03,222222222222,AmazonS3,us-east-1,TimedStorage-ByteHrs,211.28,0.0023,frontend,staging,customer-portal
2025-01-03,222222222222,AmazonS3,eu-west-1,Requests-Tier1,299.19,0.001,frontend,,
2025-01-03,222222222222,AmazonS3,eu-west-3,DataTransfer-Out-Bytes,85.64,4.6296,data,staging,
2025-01-03,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.medium,319.27,6.1179,payments,dev,checkout
2025-01-03,333333333333,AmazonEC2,us-east-1,BoxUsage:t3.large,32.54,0.892,data,dev,
2025-01-03,333333333333,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,436.71,43.1131,platform,dev,internal-tools
2025-01-03,333333333333,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,226.45,5.813,,dev,analytics
2025-01-03,333333333333,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,290.24,7.4413,data,,internal-tools
2025-01-03,333333333333,AmazonRDS,eu-west-3,InstanceUsage:db.m5.large,374.89,14.0224,,,
2025-01-03,333333333333,AmazonRDS,eu-west-3,RDS:StorageUsage,314.24,0.264,,,checkout
2025-01-03,333333333333,AmazonVPC,eu-west-3,PublicIPv4:InUseAddress,96.06,0.1105,data,,customer-portal
2025-01-03,333333333333,AmazonVPC,eu-west-3,DataTransfer-Regional-Bytes,375.81,0.8513,payments,,
2025-01-03,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.large,232.85,2.4287,,,
2025-01-03,444444444444,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,472.15,7.8367,,,
2025-01-03,444444444444,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,28.23,1.2155,,sandbox,
2025-01-03,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,366.03,3.662,,,analytics
2025-01-03,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,475.77,9.2603,,,analytics
2025-01-03,444444444444,AmazonRDS,us-east-1,RDS:StorageUsage,475.02,0.121,,,checkout
2025-01-03,444444444444,AmazonVPC,eu-west-1,NatGateway-Hours,408.4,1.4949,,,
2025-01-04,111111111111,AmazonEC2,eu-west-3,BoxUsage:t3.medium,298.54,10.7087,platform,prod,checkout
2025-01-04,111111111111,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,256.88,42.108,data,prod,
2025-01-04,111111111111,AmazonRDS,us-east-1,InstanceUsage:db.m5.large,167.83,23.5501,data,prod,analytics
2025-01-04,111111111111,AmazonRDS,eu-west-1,RDS:StorageUsage,353.87,0.8935,platform,prod,internal-tools
2025-01-04,111111111111,AmazonCloudWatch,eu-west-3,DataProcessing-Bytes,193.41,109.138,payments,prod,internal-tools
2025-01-04,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.medium,66.4,1.3862,,staging,analytics
2025-01-04,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.large,108.53,4.2687,payments,staging,
2025-01-04,222222222222,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,402.92,51.8845,payments,staging,analytics
2025-01-04,222222222222,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,438.48,61.1657,platform,staging,
2025-01-04,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,220.67,5.9869,data,staging,
2025-01-04,222222222222,AmazonRDS,eu-west-3,InstanceUsage:db.m5.large,32.66,2.2725,frontend,staging,analytics
2025-01-04,222222222222,AmazonRDS,eu-west-1,RDS:StorageUsage,61.12,0.0781,data,staging,growth
2025-01-04,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.medium,69.64,0.7921,data,,checkout
2025-01-04,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.large,155.23,3.5507,frontend,dev,analytics
2025-01-04,333333333333,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,177.94,14.6436,frontend,dev,
2025-01-04,333333333333,AmazonRDS,eu-west-3,InstanceUsage:db.m5.large,256.5,11.6303,,,customer-portal
2025-01-04,333333333333,AmazonRDS,eu-west-1,RDS:StorageUsage,289.92,0.2493,,dev,
2025-01-04,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.large,41.29,0.2981,,,
2025-01-04,444444444444,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,396.65,5.0322,,,
2025-01-04,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,291.13,5.8979,frontend,,
2025-01-04,444444444444,AmazonRDS,eu-west-3,RDS:StorageUsage,27.72,0.0092,,,
2025-01-04,444444444444,AmazonEKS,eu-west-3,AmazonEKS-Hours-Cluster,141.77,1.8435,,,
2025-01-05,111111111111,AmazonEC2,eu-west-3,BoxUsage:t3.medium,73.19,2.5918,frontend,prod,customer-portal
2025-01-05,111111111111,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,326.55,104.088,data,prod,
2025-01-05,111111111111,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,423.77,30.6647,payments,prod,growth
2025-01-05,111111111111,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,417.36,82.3647,platform,prod,analytics
2025-01-05,111111111111,AmazonRDS,eu-west-1,RDS:StorageUsage,149.61,0.3455,platform,prod,
2025-01-05,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.medium,84.94,1.6196,data,staging,analytics
2025-01-05,222222222222,AmazonEC2,eu-west-3,BoxUsage:t3.large,405.72,17.0504,data,staging,internal-tools
2025-01-05,222222222222,AmazonEKS,eu-west-1,AmazonEKS-Hours-Cluster,55.62,2.821,platform,staging,internal-tools
2025-01-05,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.large,46.38,1.0991,frontend,dev,analytics
2025-01-05,333333333333,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,299.42,13.8655,frontend,dev,
2025-01-05,333333333333,AmazonS3,eu-west-1,TimedStorage-ByteHrs,275.14,0.0017,data,dev,
2025-01-05,333333333333,AmazonS3,eu-west-1,Requests-Tier1,416.04,0.0004,data,dev,checkout
2025-01-05,333333333333,AmazonRDS,eu-west-1,RDS:StorageUsage,263.67,0.1914,,dev,
2025-01-05,333333333333,AWSLambda,eu-west-1,Lambda-Request,29.89,0.0,data,,
2025-01-05,333333333333,AmazonEBS,eu-west-1,VolumeUsage.gp3,410.83,7.3165,data,dev,
2025-01-05,333333333333,AmazonEBS,us-east-1,SnapshotUsage,240.48,4.2125,,,checkout
2025-01-05,333333333333,AmazonVPC,eu-west-1,PublicIPv4:InUseAddress,162.15,0.2055,frontend,dev,internal-tools
2025-01-05,333333333333,AmazonVPC,us-east-1,DataTransfer-Regional-Bytes,137.31,0.6412,,dev,
2025-01-05,444444444444,AmazonEC2,eu-west-3,BoxUsage:t3.medium,373.2,0.6866,,,
2025-01-05,444444444444,AmazonEC2,us-east-1,BoxUsage:t3.large,182.67,1.9764,,,
2025-01-05,444444444444,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,250.51,5.7593,,sandbox,
2025-01-05,444444444444,AmazonRDS,us-east-1,InstanceUsage:db.m5.large,216.7,2.3366,,,
2025-01-06,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.medium,78.05,2.708,data,,customer-portal
2025-01-06,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.large,499.8,42.9304,frontend,prod,analytics
2025-01-06,111111111111,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,178.81,39.6238,platform,prod,
2025-01-06,111111111111,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,84.98,25.9427,platform,prod,analytics
2025-01-06,111111111111,AmazonS3,eu-west-1,TimedStorage-ByteHrs,71.33,0.0017,platform,prod,customer-portal
2025-01-06,111111111111,AmazonS3,eu-west-3,DataTransfer-Out-Bytes,286.17,22.871,payments,prod,analytics
2025-01-06,222222222222,AmazonEC2,eu-west-3,BoxUsage:t3.medium,345.65,5.4784,payments,staging,internal-tools
2025-01-06,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.large,362.0,18.8466,frontend,staging,growth
2025-01-06,222222222222,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,230.3,15.5297,,staging,
2025-01-06,222222222222,AmazonRDS,us-east-1,InstanceUsage:db.t3.medium,238.74,9.3381,,staging,customer-portal
2025-01-06,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,252.5,26.4261,frontend,staging,checkout
2025-01-06,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.medium,257.09,3.4414,payments,dev,
2025-01-06,333333333333,AmazonEC2,us-east-1,BoxUsage:t3.large,379.93,7.6082,payments,dev,
2025-01-06,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,447.63,22.9724,data,,
2025-01-06,333333333333,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,250.02,26.3055,payments,dev,
2025-01-06,333333333333,AmazonEBS,us-east-1,VolumeUsage.gp3,393.62,11.5336,payments,dev,
2025-01-06,333333333333,AmazonEBS,eu-west-3,VolumeUsage.gp2,128.68,4.3717,platform,dev,customer-portal
2025-01-06,333333333333,AmazonEBS,eu-west-1,SnapshotUsage,309.62,5.1914,,dev,growth
2025-01-06,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.large,388.27,4.1702,,sandbox,
2025-01-06,444444444444,AmazonEC2,us-east-1,BoxUsage:m5.xlarge,491.31,12.9739,,,
2025-01-06,444444444444,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,448.92,12.8078,,,
2025-01-06,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,273.9,2.8785,platform,,
2025-01-06,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,322.59,2.942,frontend,,
2025-01-06,444444444444,AWSLambda,us-east-1,Lambda-GB-Second,243.09,0.0005,,,
2025-01-06,444444444444,AWSLambda,eu-west-3,Lambda-Request,426.66,0.0,,sandbox,
2025-01-07,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.large,62.58,4.9876,frontend,prod,growth
2025-01-07,111111111111,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,89.62,15.4729,platform,prod,analytics
2025-01-07,111111111111,AmazonRDS,eu-west-3,InstanceUsage:db.t3.medium,100.54,6.1261,platform,prod,internal-tools
2025-01-07,111111111111,AmazonRDS,eu-west-3,RDS:StorageUsage,15.6,0.0392,payments,prod,customer-portal
2025-01-07,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.medium,75.45,1.4856,data,staging,
2025-01-07,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,187.27,15.7861,platform,staging,
2025-01-07,222222222222,AmazonRDS,eu-west-3,RDS:StorageUsage,361.29,0.4796,frontend,staging,growth
2025-01-07,222222222222,AmazonEKS,eu-west-1,AmazonEKS-Hours-Cluster,116.77,4.6937,payments,staging,
2025-01-07,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.medium,76.36,1.1385,frontend,,
2025-01-07,333333333333,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,334.28,20.9724,data,,
2025-01-07,333333333333,AmazonS3,eu-west-1,TimedStorage-ByteHrs,156.2,0.0013,,dev,analytics
2025-01-07,333333333333,AmazonS3,us-east-1,Requests-Tier1,385.09,0.0005,payments,dev,growth
2025-01-07,333333333333,AmazonS3,eu-west-3,DataTransfer-Out-Bytes,33.85,1.0925,platform,,checkout
2025-01-07,444444444444,AmazonEC2,us-east-1,BoxUsage:t3.medium,492.99,2.022,data,,
2025-01-07,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.large,486.42,6.234,,,
2025-01-07,444444444444,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,157.36,7.2511,,,
2025-01-07,444444444444,AmazonS3,eu-west-1,TimedStorage-ByteHrs,48.74,0.0001,platform,,
2025-01-07,444444444444,AmazonS3,eu-west-3,DataTransfer-Out-Bytes,364.91,3.6971,,,
2025-01-07,444444444444,AWSLambda,eu-west-1,Lambda-Request,306.16,0.0,,,
2025-01-08,111111111111,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,163.33,34.2946,platform,prod,growth
2025-01-08,111111111111,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,171.63,65.3423,frontend,prod,analytics
2025-01-08,111111111111,AmazonCloudWatch,eu-west-3,LogStorage,249.27,7.9213,payments,prod,
2025-01-08,222222222222,AmazonEC2,eu-west-3,BoxUsage:t3.large,14.48,0.5731,frontend,staging,growth
2025-01-08,222222222222,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,144.62,13.3418,frontend,,
2025-01-08,222222222222,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,313.69,45.2491,frontend,,internal-tools
2025-01-08,222222222222,AmazonRDS,eu-west-3,InstanceUsage:db.t3.medium,330.33,14.1738,payments,staging,internal-tools
2025-01-08,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,254.93,23.6342,,,customer-portal
2025-01-08,222222222222,AmazonCloudWatch,us-east-1,DataProcessing-Bytes,450.66,93.9427,data,staging,
2025-01-08,222222222222,AmazonEKS,eu-west-1,AmazonEKS-Hours-Cluster,418.98,23.1955,data,staging,checkout
2025-01-08,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.medium,420.95,5.2004,,dev,
2025-01-08,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.large,280.99,5.6226,frontend,dev,
2025-01-08,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,358.72,24.6644,data,dev,analytics
2025-01-08,333333333333,AmazonS3,eu-west-1,TimedStorage-ByteHrs,282.92,0.0018,payments,dev,
2025-01-08,333333333333,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,391.79,13.4999,platform,dev,internal-tools
2025-01-08,333333333333,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,91.93,1.4675,payments,,
2025-01-08,333333333333,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,159.28,9.9037,,dev,analytics
2025-01-08,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.medium,166.38,0.9001,,,
2025-01-08,444444444444,AmazonEC2,us-east-1,BoxUsage:m5.xlarge,98.16,1.937,,sandbox,
2025-01-08,444444444444,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,399.57,13.6355,,,
2025-01-08,444444444444,AmazonS3,eu-west-1,Requests-Tier1,258.24,0.0002,,,
2025-01-08,444444444444,AmazonRDS,eu-west-3,InstanceUsage:db.t3.medium,91.51,0.7099,,,internal-tools
2025-01-08,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,375.96,7.3123,,,
2025-01-08,444444444444,AmazonRDS,us-east-1,RDS:StorageUsage,246.56,0.0527,payments,,
2025-01-09,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.medium,358.28,13.3021,payments,prod,customer-portal
2025-01-09,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.large,218.92,20.3062,platform,prod,internal-tools
2025-01-09,111111111111,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,300.18,61.6612,platform,prod,checkout
2025-01-09,111111111111,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,338.64,27.2906,data,prod,growth
2025-01-09,111111111111,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,94.54,18.4243,payments,prod,customer-portal
2025-01-09,111111111111,AmazonRDS,eu-west-3,RDS:StorageUsage,260.3,0.5078,frontend,prod,growth
2025-01-09,111111111111,AmazonEKS,eu-west-1,AmazonEKS-Hours-Cluster,36.27,2.8744,platform,prod,growth
2025-01-09,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.medium,421.55,7.2715,payments,staging,checkout
2025-01-09,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.large,234.09,11.819,payments,staging,
2025-01-09,222222222222,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,30.39,3.2317,frontend,staging,customer-portal
2025-01-09,222222222222,AmazonRDS,us-east-1,InstanceUsage:db.m5.large,390.06,33.5496,,staging,internal-tools
2025-01-09,222222222222,AmazonRDS,eu-west-1,RDS:StorageUsage,111.4,0.0992,data,staging,analytics
2025-01-09,333333333333,AmazonEC2,us-east-1,BoxUsage:c5.2xlarge,132.34,17.4249,frontend,dev,
2025-01-09,333333333333,AmazonS3,eu-west-3,TimedStorage-ByteHrs,386.75,0.003,data,dev,growth
2025-01-09,333333333333,AmazonVPC,eu-west-1,PublicIPv4:InUseAddress,220.53,0.2425,data,dev,
2025-01-09,444444444444,AmazonEC2,eu-west-3,BoxUsage:t3.medium,17.98,0.0923,frontend,,
2025-01-09,444444444444,AmazonEC2,us-east-1,BoxUsage:c5.2xlarge,439.53,8.3719,,,customer-portal
2025-01-09,444444444444,AmazonCloudWatch,eu-west-1,DataProcessing-Bytes,48.19,2.6557,frontend,,
2025-01-09,444444444444,AmazonCloudWatch,eu-west-1,LogStorage,44.71,0.1294,payments,,analytics
2025-01-10,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.large,14.15,1.1665,platform,prod,internal-tools
2025-01-10,111111111111,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,449.33,70.6296,frontend,prod,customer-portal
2025-01-10,111111111111,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,304.49,96.7127,payments,prod,analytics
2025-01-10,111111111111,AmazonRDS,eu-west-3,InstanceUsage:db.t3.medium,394.06,24.7075,frontend,prod,growth
2025-01-10,111111111111,AmazonRDS,eu-west-1,RDS:StorageUsage,165.07,0.4263,frontend,prod,
2025-01-10,111111111111,AmazonEBS,eu-west-1,VolumeUsage.gp3,29.52,2.5187,data,prod,internal-tools
2025-01-10,111111111111,AmazonEBS,eu-west-3,VolumeUsage.gp2,273.45,21.9989,payments,prod,customer-portal
2025-01-10,111111111111,AmazonEBS,eu-west-3,SnapshotUsage,418.92,17.6241,frontend,prod,checkout
2025-01-10,111111111111,AmazonVPC,eu-west-1,PublicIPv4:InUseAddress,336.38,1.4868,payments,prod,customer-portal
2025-01-10,111111111111,AmazonVPC,eu-west-1,NatGateway-Hours,413.03,17.2092,data,prod,checkout
2025-01-10,111111111111,AmazonVPC,eu-west-1,DataTransfer-Regional-Bytes,138.85,1.5286,frontend,prod,
2025-01-10,111111111111,AmazonEKS,eu-west-3,AmazonEKS-Hours-Cluster,448.19,38.5833,payments,prod,customer-portal
2025-01-10,222222222222,AmazonEC2,us-east-1,BoxUsage:t3.large,27.33,1.3838,frontend,staging,analytics
2025-01-10,222222222222,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,256.0,24.8683,,staging,
2025-01-10,222222222222,AmazonS3,eu-west-1,TimedStorage-ByteHrs,190.77,0.0025,platform,staging,
2025-01-10,222222222222,AmazonRDS,us-east-1,InstanceUsage:db.m5.large,21.72,1.9902,,staging,
2025-01-10,222222222222,AWSLambda,eu-west-1,Lambda-GB-Second,251.09,0.0021,data,,growth
2025-01-10,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.medium,40.52,0.4776,data,dev,
2025-01-10,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,46.6,2.393,payments,dev,internal-tools
2025-01-10,333333333333,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,387.47,37.6937,payments,,
2025-01-10,333333333333,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,131.63,6.1359,data,,
